index,type,topic,python,style,fastapi_min_version,source_file,instruction
336,tutorial,response,py310+,basic,312,docs_src/response/directly_tutorial001_py310.py.py,Write a FastAPI endpoint that returns a typed response model using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 2)
337,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `__call__`.
338,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `on_event`.
339,tutorial,schema,py310+,basic,312,docs_src/schema/extra_example_tutorial003_py310.py.py,Customise the OpenAPI schema or JSON Schema in FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
340,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `add_api_route`.
341,tutorial,server,py310+,basic,312,docs_src/server/sent_events_tutorial003_py310.py.py,Implement a FastAPI example for server using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
342,tutorial,path,py310+,basic,312,docs_src/path/operation_advanced_configuration_tutorial005_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex005 · py310] (variant 1)
343,core_function,openapi_utils,py39+,source,312,fastapi/openapi_utils.py.py,Implement the FastAPI internal function `generate_operation_id` from `fastapi/openapi_utils.py.py`.
344,tutorial,debugging,py310+,basic,312,docs_src/debugging/tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates debugging using standard parameter defaults and Python 3.10+ syntax.
345,core_function,cli,py39+,source,312,fastapi/cli.py.py,Implement the FastAPI internal function `main` from `fastapi/cli.py.py`.
346,core_function,param_functions,py39+,source,312,fastapi/param_functions.py.py,Implement the FastAPI `Query` parameter declaration function.
347,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `websocket_route`.
348,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `run_endpoint_function`.
349,tutorial,body,py310+,annotated,312,docs_src/body/fields_tutorial001_an_py310.py.py,Write a FastAPI endpoint that accepts a JSON request body using the `Annotated` type hint style and Python 3.10+ syntax.
350,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `request_params_to_args`.
351,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `websocket_session`.
352,tutorial,app,py310+,basic,312,docs_src/app/testing_tutorial004_py310.py.py,Create a larger FastAPI application structure with multiple routers using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
353,core_function,param_functions,py39+,source,312,fastapi/param_functions.py.py,Implement the FastAPI `File` parameter declaration function.
354,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial008c_an_py310.py.py,Write a FastAPI application that uses dependency injection with the `Annotated` type hint style and Python 3.10+ syntax. [ex008 · annotated · py310]
355,tutorial,advanced,py310+,basic,307,docs_src/advanced/middleware_tutorial002_py310.py.py,Write a FastAPI implementation that demonstrates advanced using standard parameter defaults and Python 3.10+ syntax.
356,tutorial,behind,py310+,basic,312,docs_src/behind/a_proxy_tutorial004_py310.py.py,Write a FastAPI implementation that demonstrates behind using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
357,tutorial,cookie,py310+,basic,312,docs_src/cookie/params_tutorial001_py310.py.py,Write a FastAPI endpoint that reads and sets cookies using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
358,core_function,security_http,py39+,source,312,fastapi/security_http.py.py,Implement the FastAPI security utility `make_not_authenticated_error`.
359,core_function,security_http,py39+,source,312,fastapi/security_http.py.py,Implement the FastAPI security utility `__call__`. [authorization]
360,tutorial,security,py310+,basic,312,docs_src/security/tutorial007_py310.py.py,Implement standard parameter defaults and Python 3.10+ syntax security in a FastAPI application. [ex007 · py310]
361,tutorial,request,py310+,annotated,312,docs_src/request/files_tutorial001_02_an_py310.py.py,Write a FastAPI route that reads the raw HTTP request using the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310] (variant 2)
362,tutorial,body,py310+,basic,312,docs_src/body/nested_models_tutorial005_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with standard parameter defaults and Python 3.10+ syntax. [ex005 · py310]
363,core_function,openapi_models,py39+,source,312,fastapi/openapi_models.py.py,Implement the FastAPI internal function `validate` from `fastapi/openapi_models.py.py`.
364,tutorial,cors,py310+,basic,307,docs_src/cors/tutorial001_py310.py.py,Configure CORS in a FastAPI application using standard parameter defaults and Python 3.10+ syntax.
365,tutorial,header,py310+,annotated,312,docs_src/header/param_models_tutorial003_an_py310.py.py,Implement custom header parameters in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex003 · annotated · py310]
366,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial014_an_py310.py.py,Show how to share dependencies across FastAPI routes using the `Annotated` type hint style and Python 3.10+ syntax. [ex014 · annotated · py310]
367,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `__post_init__` from `fastapi/_compat_v2.py.py`.
368,core_function,responses,py39+,source,312,fastapi/responses.py.py,Implement the FastAPI response helper `render`.
369,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `computed_scope`.
370,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial004_py310.py.py,Implement query parameter validation in a FastAPI endpoint with standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
371,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `websocket_route`.
372,core_function,security_api_key,py39+,source,312,fastapi/security_api_key.py.py,Implement the FastAPI security utility `__init__`. [name] (variant 2)
373,tutorial,request,py310+,basic,312,docs_src/request/files_tutorial003_py310.py.py,Implement form data or file upload handling in FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
374,tutorial,strict,py310+,basic,312,docs_src/strict/content_type_tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates strict using standard parameter defaults and Python 3.10+ syntax.
375,tutorial,security,py310+,annotated,312,docs_src/security/tutorial001_an_py310.py.py,Create a FastAPI route protected by HTTP security using the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310]
376,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `_unwrapped_call`.
377,core_function,security_oauth2,py39+,source,312,fastapi/security_oauth2.py.py,Implement the FastAPI security utility `__init__`. [flows]
378,tutorial,path,py310+,basic,312,docs_src/path/operation_advanced_configuration_tutorial003_py310.py.py,Implement path parameter type validation in a FastAPI endpoint using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310] (variant 1)
379,tutorial,path,py310+,basic,312,docs_src/path/operation_advanced_configuration_tutorial006_py310.py.py,Implement path parameter type validation in a FastAPI endpoint using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310]
380,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `_impartial`.
381,tutorial,custom,py310+,basic,307,docs_src/custom/response_tutorial005_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex005 · py310]
382,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial003_an_py310.py.py,Implement query parameter validation in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex003 · annotated · py310]
383,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial011_an_py310.py.py,Implement a FastAPI endpoint using `Depends()` with the `Annotated` type hint style and Python 3.10+ syntax. [ex011 · annotated · py310]
384,core_function,exceptions,py39+,source,312,fastapi/exceptions.py.py,Implement the FastAPI internal function `__str__` from `fastapi/exceptions.py.py`.
385,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `add_event_handler`.
386,tutorial,path,py310+,basic,312,docs_src/path/params_tutorial005_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex005 · py310] (variant 2)
387,tutorial,path,py310+,basic,312,docs_src/path/params_numeric_validations_tutorial003_py310.py.py,Implement path parameter type validation in a FastAPI endpoint using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
388,tutorial,events,py310+,basic,312,docs_src/events/tutorial002_py310.py.py,Write a FastAPI application with startup and shutdown lifecycle events using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
389,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `options`.
390,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `get_model_fields` from `fastapi/_compat_v2.py.py`.
391,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `matches`.
392,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `field_annotation_is_scalar` from `fastapi/_compat_shared.py.py`.
393,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `validate` from `fastapi/_compat_v2.py.py`.
394,core_function,responses,py39+,source,312,fastapi/responses.py.py,Implement the FastAPI response helper `render`. (variant 1)
395,tutorial,path,py310+,basic,312,docs_src/path/operation_configuration_tutorial002_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
396,tutorial,server,py310+,basic,312,docs_src/server/sent_events_tutorial005_py310.py.py,Implement a FastAPI example for server using standard parameter defaults and Python 3.10+ syntax. [ex005 · py310]
397,tutorial,dataclasses,py310+,basic,312,docs_src/dataclasses/_tutorial002_py310.py.py,Write a FastAPI endpoint that uses Python dataclasses as request/response models with standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
398,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `middleware`.
399,core_function,security_api_key,py39+,source,312,fastapi/security_api_key.py.py,Implement the FastAPI security utility `__init__`. [location]
400,tutorial,request,py310+,basic,312,docs_src/request/form_models_tutorial001_py310.py.py,Write a FastAPI route that reads the raw HTTP request using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
401,tutorial,header,py310+,basic,312,docs_src/header/params_tutorial001_py310.py.py,Implement custom header parameters in a FastAPI endpoint with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
402,core_function,encoders,py39+,source,312,fastapi/encoders.py.py,Implement the FastAPI JSON encoder utility `decimal_encoder`.
403,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `__aexit__`.
404,tutorial,metadata,py310+,basic,312,docs_src/metadata/tutorial003_py310.py.py,"Add API metadata (title, description, tags) to a FastAPI app using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]"
405,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial005_an_py310.py.py,Implement query parameter validation in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex005 · annotated · py310]
406,tutorial,additional,py310+,basic,312,docs_src/additional/responses_tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates additional using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
407,tutorial,python,py310+,basic,312,docs_src/python/types_tutorial002_py310.py.py,Write a FastAPI route using Python py310+ type hint features with standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
408,tutorial,path,py310+,basic,312,docs_src/path/params_numeric_validations_tutorial002_py310.py.py,Implement path parameter type validation in a FastAPI endpoint using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
409,tutorial,python,py310+,basic,312,docs_src/python/types_tutorial008b_py310.py.py,Write a FastAPI route using Python py310+ type hint features with standard parameter defaults and Python 3.10+ syntax. [ex008 · py310] (variant 1)
410,tutorial,events,py310+,basic,312,docs_src/events/tutorial001_py310.py.py,Implement lifespan event handlers in FastAPI using standard parameter defaults and Python 3.10+ syntax.
411,tutorial,additional,py310+,basic,312,docs_src/additional/responses_tutorial004_py310.py.py,Write a FastAPI implementation that demonstrates additional using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
412,tutorial,query,py310+,basic,312,docs_src/query/params_tutorial006_py310.py.py,Write a FastAPI route that accepts query parameters using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310]
413,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial007_py310.py.py,Implement a FastAPI endpoint using `Depends()` with standard parameter defaults and Python 3.10+ syntax. [ex007 · py310]
414,tutorial,body,py310+,annotated,312,docs_src/body/multiple_params_tutorial004_an_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with the `Annotated` type hint style and Python 3.10+ syntax. [ex004 · annotated · py310]
415,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `add_api_route`.
416,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `__init__`. (variant 1)
417,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `get_route_handler`.
418,core_function,datastructures,py39+,source,312,fastapi/datastructures.py.py,Define the FastAPI internal data structure `Default`.
419,core_function,openapi_utils,py39+,source,312,fastapi/openapi_utils.py.py,Implement the FastAPI internal function `get_fields_from_routes` from `fastapi/openapi_utils.py.py`.
420,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `field_annotation_is_complex` from `fastapi/_compat_shared.py.py`.
421,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `_regenerate_error_with_loc` from `fastapi/_compat_v2.py.py`.
422,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `exception_handler`.
423,core_function,openapi_models,py39+,source,312,fastapi/openapi_models.py.py,Implement the FastAPI internal function `__get_pydantic_json_schema__` from `fastapi/openapi_models.py.py`.
424,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `request_response`.
425,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial012_py310.py.py,Implement a FastAPI endpoint using `Depends()` with standard parameter defaults and Python 3.10+ syntax. [ex012 · py310]
426,tutorial,encoder,py310+,basic,312,docs_src/encoder/tutorial001_py310.py.py,Serialise complex Python objects to JSON in FastAPI using jsonable_encoder with standard parameter defaults and Python 3.10+ syntax.
427,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `include_router`.
428,tutorial,response,py310+,basic,312,docs_src/response/cookies_tutorial001_py310.py.py,Implement response model validation and serialisation in FastAPI with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
429,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `head`.
430,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial004_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
431,tutorial,body,py310+,basic,312,docs_src/body/fields_tutorial001_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 3)
432,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `_get_flat_fields_from_params`.
433,tutorial,websockets,py310+,basic,307,docs_src/websockets/_tutorial001_py310.py.py,Write a FastAPI WebSocket endpoint using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
434,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial012_py310.py.py,Implement query parameter validation in a FastAPI endpoint with standard parameter defaults and Python 3.10+ syntax. [ex012 · py310]
435,tutorial,metadata,py310+,basic,307,docs_src/metadata/tutorial004_py310.py.py,"Add API metadata (title, description, tags) to a FastAPI app using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]"
436,tutorial,dependency,py310+,annotated,312,docs_src/dependency/testing_tutorial001_an_py310.py.py,Demonstrate dependency override testing in FastAPI with the `Annotated` type hint style and Python 3.10+ syntax.
437,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `get_missing_field_error` from `fastapi/_compat_v2.py.py`.
438,tutorial,query,py310+,basic,312,docs_src/query/params_tutorial004_py310.py.py,Create a FastAPI endpoint with optional and required query params using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
439,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `delete`.
440,tutorial,sql,py310+,annotated,312,docs_src/sql/databases_tutorial001_an_py310.py.py,Implement CRUD routes with an SQL database in FastAPI using the `Annotated` type hint style and Python 3.10+ syntax.
441,core_function,security_api_key,py39+,source,312,fastapi/security_api_key.py.py,Implement the FastAPI security utility `__call__`. [api_key] (variant 1)
442,tutorial,response,py310+,basic,312,docs_src/response/change_status_code_tutorial001_py310.py.py,Implement response model validation and serialisation in FastAPI with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 2)
443,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial002_an_py310.py.py,Write a FastAPI application that uses dependency injection with the `Annotated` type hint style and Python 3.10+ syntax. [ex002 · annotated · py310]
444,core_function,background,py39+,source,312,fastapi/background.py.py,Implement the FastAPI background task handler `add_task`.
445,core_function,security_oauth2,py39+,source,312,fastapi/security_oauth2.py.py,Implement the FastAPI security utility `__call__`. [authorization] (variant 2)
446,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial008_an_py310.py.py,Write a FastAPI route that accepts query parameters using the `Annotated` type hint style and Python 3.10+ syntax. [ex008 · annotated · py310]
447,tutorial,body,py310+,basic,312,docs_src/body/tutorial003_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
448,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `serialize` from `fastapi/_compat_v2.py.py`.
449,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `_annotation_is_sequence` from `fastapi/_compat_shared.py.py`.
450,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `get`.
451,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `add_api_websocket_route`.
452,core_function,param_functions,py39+,source,312,fastapi/param_functions.py.py,Implement the FastAPI `Depends` parameter declaration function.
453,tutorial,body,py310+,basic,312,docs_src/body/tutorial004_py310.py.py,Write a FastAPI endpoint that accepts a JSON request body using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
454,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `cache_key`.
455,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `get_flat_params`.
456,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `_wrap_gen_lifespan_context`.
457,tutorial,query,py310+,basic,312,docs_src/query/params_tutorial001_py310.py.py,Create a FastAPI endpoint with optional and required query params using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
458,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial003_an_py310.py.py,Implement a FastAPI endpoint using `Depends()` with the `Annotated` type hint style and Python 3.10+ syntax. [ex003 · annotated · py310]
459,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `_annotation_is_complex` from `fastapi/_compat_shared.py.py`.
460,tutorial,dataclasses,py310+,basic,312,docs_src/dataclasses/_tutorial001_py310.py.py,Write a FastAPI endpoint that uses Python dataclasses as request/response models with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
461,tutorial,header,py310+,annotated,312,docs_src/header/params_tutorial002_an_py310.py.py,Implement custom header parameters in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex002 · annotated · py310]
462,tutorial,request,py310+,basic,312,docs_src/request/forms_and_files_tutorial001_py310.py.py,Implement form data or file upload handling in FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
463,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `_security_dependencies`.
464,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial006_py310.py.py,Show how to share dependencies across FastAPI routes using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310]
465,tutorial,custom,py310+,basic,307,docs_src/custom/response_tutorial009c_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex009 · py310]
466,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `get_stream_item_type`.
467,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `get_request_handler`.
468,tutorial,advanced,py310+,basic,307,docs_src/advanced/middleware_tutorial003_py310.py.py,Implement a FastAPI example for advanced using standard parameter defaults and Python 3.10+ syntax.
469,core_function,security_oauth2,py39+,source,312,fastapi/security_oauth2.py.py,Implement the FastAPI security utility `make_not_authenticated_error`. (variant 1)
470,tutorial,stream,py310+,basic,312,docs_src/stream/data_tutorial001_py310.py.py,Write a FastAPI endpoint that streams a response using standard parameter defaults and Python 3.10+ syntax.
471,tutorial,body,py310+,annotated,312,docs_src/body/multiple_params_tutorial005_an_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with the `Annotated` type hint style and Python 3.10+ syntax. [ex005 · annotated · py310]
472,tutorial,openapi,py310+,basic,312,docs_src/openapi/webhooks_tutorial001_py310.py.py,Customise or extend the OpenAPI documentation in FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
473,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial002_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310] (variant 2)
474,tutorial,header,py310+,basic,312,docs_src/header/params_tutorial003_py310.py.py,Write a FastAPI route that reads and validates HTTP headers using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
475,tutorial,app,py310+,basic,312,docs_src/app/testing_app_b_py310_main.py.py,Create a larger FastAPI application structure with multiple routers using standard parameter defaults and Python 3.10+ syntax. [py310]
476,tutorial,path,py310+,basic,312,docs_src/path/operation_advanced_configuration_tutorial001_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 3)
477,tutorial,python,py310+,basic,312,docs_src/python/types_tutorial005_py310.py.py,Write a FastAPI route using Python py310+ type hint features with standard parameter defaults and Python 3.10+ syntax. [ex005 · py310]
478,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `add_api_websocket_route`.
479,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `get_typed_return_annotation`.
480,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial008_an_py310.py.py,Show how to share dependencies across FastAPI routes using the `Annotated` type hint style and Python 3.10+ syntax. [ex008 · annotated · py310] (variant 2)
481,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `is_async_gen_callable`.
482,tutorial,path,py310+,basic,312,docs_src/path/params_numeric_validations_tutorial005_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex005 · py310]
483,core_function,datastructures,py39+,source,312,fastapi/datastructures.py.py,Define the FastAPI internal data structure `read`.
484,core_function,openapi_models,py39+,source,312,fastapi/openapi_models.py.py,Implement the FastAPI internal function `__get_validators__` from `fastapi/openapi_models.py.py`.
485,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `_uses_scopes`.
486,tutorial,response,py310+,basic,312,docs_src/response/headers_tutorial002_py310.py.py,Write a FastAPI endpoint that returns a typed response model using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
487,tutorial,app,py310+,annotated,312,docs_src/app/testing_app_b_an_py310_main.py.py,Create a larger FastAPI application structure with multiple routers using the `Annotated` type hint style and Python 3.10+ syntax.
488,tutorial,settings,py310+,basic,312,docs_src/settings/app03_py310_main.py.py,Implement environment-based configuration in FastAPI using Pydantic Settings with standard parameter defaults and Python 3.10+ syntax. [py310]
489,tutorial,body,py310+,basic,312,docs_src/body/multiple_params_tutorial001_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
490,tutorial,schema,py310+,annotated,312,docs_src/schema/extra_example_tutorial004_an_py310.py.py,Customise the OpenAPI schema or JSON Schema in FastAPI using the `Annotated` type hint style and Python 3.10+ syntax. [ex004 · annotated · py310]
491,tutorial,background,py310+,basic,312,docs_src/background/tasks_tutorial002_py310.py.py,Write a FastAPI endpoint that triggers a background task using standard parameter defaults and Python 3.10+ syntax.
492,tutorial,custom,py310+,basic,312,docs_src/custom/request_and_route_tutorial002_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
493,core_function,security_oauth2,py39+,source,312,fastapi/security_oauth2.py.py,Implement the FastAPI security utility `__init__`. [authorizationUrl]
494,tutorial,templates,py310+,basic,312,docs_src/templates/tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates templates using standard parameter defaults and Python 3.10+ syntax.
495,tutorial,handling,py310+,basic,312,docs_src/handling/errors_tutorial006_py310.py.py,Write a FastAPI application with custom HTTP exception handlers using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310]
496,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `serialize_response`.
497,tutorial,conditional,py310+,basic,312,docs_src/conditional/openapi_tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates conditional using standard parameter defaults and Python 3.10+ syntax.
498,tutorial,security,py310+,annotated,312,docs_src/security/tutorial007_an_py310.py.py,Implement the `Annotated` type hint style and Python 3.10+ syntax security in a FastAPI application. [ex007 · annotated · py310]
499,tutorial,header,py310+,annotated,312,docs_src/header/param_models_tutorial001_an_py310.py.py,Implement custom header parameters in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310] (variant 1)
500,core_function,params,py39+,source,312,fastapi/params.py.py,Implement the FastAPI internal function `__init__` from `fastapi/params.py.py`. [default] (variant 1)
501,tutorial,python,py310+,basic,312,docs_src/python/types_tutorial003_py310.py.py,Write a FastAPI route using Python py310+ type hint features with standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
502,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `get_dependant`.
503,core_function,security_oauth2,py39+,source,312,fastapi/security_oauth2.py.py,Implement the FastAPI security utility `__init__`. [grant_type] (variant 1)
504,tutorial,security,py310+,basic,312,docs_src/security/tutorial004_py310.py.py,Implement standard parameter defaults and Python 3.10+ syntax security in a FastAPI application. [ex004 · py310]
505,tutorial,wsgi,py310+,basic,312,docs_src/wsgi/tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates wsgi using standard parameter defaults and Python 3.10+ syntax.
506,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `_should_embed_body_fields`.
507,tutorial,query,py310+,basic,312,docs_src/query/params_tutorial002_py310.py.py,Write a FastAPI route that accepts query parameters using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310] (variant 1)
508,tutorial,bigger,py310+,annotated,312,docs_src/bigger/applications_app_an_py310_routers_users.py.py,Organise a FastAPI project into multiple files and routers using the `Annotated` type hint style and Python 3.10+ syntax. [annotated · py310] (variant 2)
509,core_function,sse,py39+,source,312,fastapi/sse.py.py,Implement the FastAPI internal function `format_sse_event` from `fastapi/sse.py.py`.
